Store ID,Employee Number,Sales,Marketing Spend,Electronics Sales,Home Sales,Clothes Sales,Area,Date
1.0,50.0,202170.18,24205.04,56115.39,24472.46,66518.64,Asia,2020-04-30
1.0,52.0,231359.93,22197.26,51834.8,42433.26,87512.68,Asia,2020-05-31
1.0,58.0,249679.01,27161.46,58758.92,49972.75,97621.32,Asia,2020-06-30
1.0,53.0,203758.15,20175.55,65204.94,39737.96,69731.69,Asia,2020-07-31
1.0,60.0,241087.22,16377.47,52246.54,25357.77,83142.14,Asia,2020-08-31
1.0,59.0,262549.98,24655.8,57275.57,42618.05,91346.03,Asia,2020-09-30
1.0,53.0,296584.76,17756.66,71299.46,31647.96,121128.74,Asia,2020-10-31
1.0,59.0,351875.58,340.61,101158.93,64434.79,127452.81,Asia,2020-11-30
1.0,50.0,448053.44,2486.74,108991.69,79925.87,145518.4,Asia,2020-12-31
1.0,52.0,155634.17,2213.9,39573.85,16049.51,54163.76,Asia,2021-01-31
1.0,60.0,187159.84,22113.02,42311.86,37380.93,69568.33,Asia,2021-02-28
1.0,51.0,259509.57,10600.57,58253.34,32000.2,80872.47,Asia,2021-03-31
1.0,52.0,206921.16,8128.73,59729.06,39685.79,83765.09,Asia,2021-04-30
1.0,50.0,190887.08,791.01,51713.76,29668.88,74445.82,Asia,2021-05-31
1.0,58.0,344685.1,1905.35,89306.78,46639.24,115877.63,Asia,2021-06-30
1.0,54.0,241488.3,23069.62,62652.66,31619.4,74742.13,Asia,2021-07-31
1.0,51.0,273670.82,22709.97,64798.15,32134.59,100885.45,Asia,2021-08-31
1.0,60.0,348760.6,16828.14,88101.34,40501.63,109943.48,Asia,2021-09-30
1.0,55.0,235000.86,436.34,56276.77,40202.78,84331.19,Asia,2021-10-31
1.0,59.0,442876.71,8938.78,137582.9,86203.59,132637.54,Asia,2021-11-30
1.0,60.0,545143.4527297646,14778.54,139638.65033721825,79212.99,195384.30893154,Asia,2021-12-31
1.0,58.0,122083.77,20895.04,33047.39,16887.25,40663.41,Asia,2022-01-31
1.0,54.0,192540.88,5310.31,52942.29,27350.28,62420.88,Asia,2022-02-28
1.0,55.0,237126.27,14434.36,45030.59,42444.92,98667.94,Asia,2022-03-31
1.0,57.0,186776.55,6280.48,46057.34,31721.17,57092.72,Asia,2022-04-30
1.0,60.0,272239.41,26856.21,69383.8,28589.12,89520.75,Asia,2022-05-31
1.0,56.0,291226.93,9662.37,58931.89,44480.33,91431.3,Asia,2022-06-30
1.0,55.0,251677.58,17525.98,60255.71,42029.11,84002.14,Asia,2022-07-31
1.0,55.0,262433.62,10682.9,63636.49,30819.29,75877.01,Asia,2022-08-31
1.0,56.0,335147.29,5201.21,99011.87,38750.46,109179.45,Asia,2022-09-30
1.0,55.0,344252.68,159.0,84403.9,40765.72,128102.88,Asia,2022-10-31
1.0,55.0,451888.93,5611.31,123236.05,56450.95,177879.08,Asia,2022-11-30
1.0,60.0,523358.04,27960.43,137072.56,72360.93,169997.54,Asia,2022-12-31
2.0,88.0,89170.06,21667.58,17942.83,14253.32,31793.66,North America,2018-01-31
2.0,97.0,164328.83,17970.88,47883.09,21125.82,54253.95,North America,2018-02-28
2.0,87.0,173981.45,3023.84,35568.75,33852.52,74192.33,North America,2018-03-31
2.0,95.0,132381.15,17288.65,34822.3,22761.24,48054.81,North America,2018-04-30
2.0,87.0,205346.96,3739.88,57742.05,28411.58,71315.05,North America,2018-05-31
2.0,97.0,208815.84,10004.98,66144.2,31139.1,65894.35,North America,2018-06-30
2.0,92.0,165244.64,17328.96,32113.76,20458.21,58880.87,North America,2018-07-31
2.0,94.0,220438.02,13769.67,57915.35,33127.92,72992.52,North America,2018-08-31
2.0,102.0,233673.36,1096.49,59373.59,25024.25,87178.79,North America,2018-09-30
2.0,87.0,220129.07,4657.21,49046.01,25556.79,83059.04,North America,2018-10-31
2.0,93.0,354989.33,25193.67,89312.25,37714.28,103389.8,North America,2018-11-30
2.0,87.0,427920.51,5356.34,120101.47,75156.95,172830.56,North America,2018-12-31
2.0,100.0,129554.03,4232.46,27245.85,23132.47,35338.32,North America,2019-01-31
2.0,88.0,171772.26,12642.74,53247.29,27144.52,51963.09,North America,2019-02-28
2.0,95.0,209503.83,23215.04,53728.55,25167.56,88817.66,North America,2019-03-31
2.0,103.0,195382.28,23995.66,50478.89,28974.8,68983.09,North America,2019-04-30
2.0,99.0,192121.85,3968.29,52010.98,34375.26,73412.15,North America,2019-05-31
2.0,98.0,274599.16,14923.95,65435.42,29837.84,87816.83,North America,2019-06-30
2.0,99.0,214535.45,5261.14,59938.05,29248.42,88319.95,North America,2019-07-31
2.0,97.0,169491.49,23129.58,37217.42,23282.66,62732.73,North America,2019-08-31
2.0,87.0,342630.14,21977.16,83086.43,56414.92,118204.2,North America,2019-09-30
2.0,95.0,246593.26,14227.12,53099.67,42060.49,81824.61,North America,2019-10-31
2.0,92.0,364390.63,20840.89,102263.26,45990.39,122798.59,North America,2019-11-30
2.0,105.0,364553.01,16257.03,103434.39,70458.25,126704.09,North America,2019-12-31
2.0,99.0,106618.05,29630.04,31309.07,11256.95,38052.39,North America,2020-01-31
2.0,105.0,153737.89,21930.71,44727.19,32496.8,64816.9,North America,2020-02-29
2.0,89.0,275347.77,1110.23,70934.46,40299.76,104929.07,North America,2020-03-31
2.0,99.0,206092.31,16152.04,51227.28,35171.38,80036.13,North America,2020-04-30
2.0,89.0,248182.58,15868.11,47146.85,22736.69,75455.94,North America,2020-05-31
2.0,93.0,282067.8,11948.62,70686.96,46878.05,90692.57,North America,2020-06-30
2.0,100.0,226547.0,8317.97,42851.09,27429.03,81415.64,North America,2020-07-31
2.0,100.0,228008.49,29469.92,62186.59,39630.03,89166.41,North America,2020-08-31
2.0,100.0,282538.76,24919.28,59072.62,35100.24,88263.76,North America,2020-09-30
2.0,89.0,302848.47,26513.58,78897.92,46103.94,108536.88,North America,2020-10-31
2.0,101.0,347747.25,18688.12,70159.44,64461.09,128139.5,North America,2020-11-30
2.0,96.0,369691.45,25565.81,95285.85,60072.48,127929.67,North America,2020-12-31
2.0,92.0,141617.85,14876.27,46072.3,14334.17,59376.46,North America,2021-01-31
2.0,94.0,228161.33,17139.57,65728.98,37849.0,76903.18,North America,2021-02-28
2.0,97.0,302021.66,21250.89,70304.17,54669.67,100962.66,North America,2021-03-31
2.0,96.0,196004.87,26372.14,38895.8,27833.15,78248.62,North America,2021-04-30
2.0,100.0,187262.68,8611.14,42491.06,26342.06,62067.0,North America,2021-05-31
2.0,95.0,306348.51,552.83,98613.93,37840.04,121016.21,North America,2021-06-30
2.0,103.0,195410.6,9028.91,49360.43,30547.35,72661.51,North America,2021-07-31
2.0,89.0,254447.97,13378.75,70258.74,34303.29,82977.56,North America,2021-08-31
2.0,88.0,273474.03,4768.15,76449.45,41302.0,98042.67,North America,2021-09-30
2.0,97.0,229061.92,20414.98,51367.03,48651.62,71019.94,North America,2021-10-31
2.0,89.0,364833.95,8226.46,88495.03,45297.53,145883.65,North America,2021-11-30
2.0,94.0,499309.18,14145.97,100345.08,59545.29,155281.69,North America,2021-12-31
2.0,89.0,156620.68,8825.04,34901.94,23390.92,44632.1,North America,2022-01-31
2.0,88.0,188058.14,4824.76,47471.61,22535.23,63581.11,North America,2022-02-28
2.0,99.0,294669.0,8749.88,84886.27,60405.78,106996.79,North America,2022-03-31
2.0,87.0,219812.33,551.03,56463.54,20366.47,70935.3,North America,2022-04-30
2.0,88.0,208550.71,11907.7,66087.26,22745.88,79646.5,North America,2022-05-31
2.0,95.0,306241.71,26886.64,93678.78,34605.96,113092.77,North America,2022-06-30
2.0,93.0,237454.19,24444.75,66768.93,36735.83,77577.49,North America,2022-07-31
2.0,98.0,248941.15,21744.8,52798.24,31613.09,93240.48,North America,2022-08-31
2.0,105.0,409155.78,19761.23,85479.86,42123.98,149274.38,North America,2022-09-30
2.0,101.0,283584.84,6616.83,66933.34,43491.16,108063.69,North America,2022-10-31
2.0,104.0,386874.49,29629.49,115915.16,60912.08,142966.65,North America,2022-11-30
2.0,105.0,505736.05,8304.83,114713.02,73356.28,162090.39,North America,2022-12-31
3.0,18.0,113524.61,28338.43,22903.77,14124.13,43489.88,Asia,2018-01-31
3.0,19.0,173308.83,23055.58,47907.42,30211.45,62364.69,Asia,2018-02-28
3.0,18.0,171336.23,19735.36,49036.05,23724.2,60820.3,Asia,2018-03-31
3.0,18.0,129710.24,19515.35,31767.36,22918.76,48755.33,Asia,2018-04-30
3.0,17.0,153361.79,16334.67,36161.53,24403.24,55898.03,Asia,2018-05-31
3.0,18.0,265175.72,13332.58,56289.94,42209.12,94933.4,Asia,2018-06-30
3.0,17.0,185152.51,14375.46,52375.0,19489.17,58032.62,Asia,2018-07-31
3.0,19.0,188869.1,22406.27,51396.49,31468.13,70690.63,Asia,2018-08-31
3.0,17.0,253874.61,5914.62,56797.56,26759.19,85086.56,Asia,2018-09-30
3.0,18.0,218367.87,9339.23,54826.66,26017.85,77241.08,Asia,2018-10-31
3.0,17.0,300915.3,21271.39,77000.12,40125.93,120448.44,Asia,2018-11-30
3.0,19.0,402433.3,28542.1,112398.16,62763.57,135209.37,Asia,2018-12-31
3.0,17.0,127859.21,23098.34,30445.83,22418.43,43274.52,Asia,2019-01-31
3.0,18.0,174486.65,13553.03,37363.02,21705.63,63171.57,Asia,2019-02-28
3.0,19.0,199235.32,6185.58,44439.52,30415.24,66407.41,Asia,2019-03-31
3.0,19.0,162291.52,12845.99,47035.03,16826.24,52457.85,Asia,2019-04-30
3.0,17.0,219961.4,7946.86,60180.76,25456.18,66806.21,Asia,2019-05-31
3.0,19.0,236052.43,24010.7,64567.04,28390.41,84077.44,Asia,2019-06-30
3.0,18.0,165213.28,11354.29,38540.48,28948.89,62489.59,Asia,2019-07-31
3.0,18.0,218114.56,6028.01,44337.41,32678.09,86768.48,Asia,2019-08-31
3.0,18.0,260708.24,11979.48,83353.36,50449.08,94570.73,Asia,2019-09-30
3.0,18.0,258995.42,3831.4,52875.48,26662.17,78822.47,Asia,2019-10-31
3.0,19.0,291450.37,15291.73,70079.19,45716.66,104875.73,Asia,2019-11-30
3.0,19.0,475712.73,6255.32,118012.26,73722.87,180229.08,Asia,2019-12-31
3.0,19.0,106175.16,24562.05,24728.37,13645.13,40337.3,Asia,2020-01-31
3.0,19.0,154608.04,25860.43,35951.36,24846.71,57027.29,Asia,2020-02-29
3.0,18.0,230440.02,2045.17,60946.95,26255.86,72313.18,Asia,2020-03-31
3.0,19.0,211393.73,8332.58,57502.42,23917.25,69803.08,Asia,2020-04-30
3.0,19.0,212362.77,1744.91,57675.17,32126.79,64066.36,Asia,2020-05-31
3.0,17.0,281285.6,5332.99,72213.02,53987.89,109939.84,Asia,2020-06-30
3.0,19.0,212282.3,3921.31,51111.46,27020.97,74831.86,Asia,2020-07-31
3.0,19.0,177138.34,12484.62,44393.02,29745.56,64963.12,Asia,2020-08-31
3.0,17.0,359011.76,18878.96,92728.05,71025.91,124075.5,Asia,2020-09-30
3.0,18.0,214004.42,14647.23,48514.2,36395.53,73784.98,Asia,2020-10-31
3.0,17.0,408265.96,28660.04,99349.75,75819.11,168886.99,Asia,2020-11-30
3.0,19.0,502928.32,24753.97,136794.08,87050.29,183571.78,Asia,2020-12-31
3.0,17.0,142346.56,15366.66,30077.35,15668.73,49117.14,Asia,2021-01-31
3.0,19.0,196923.47,11627.86,46683.75,24905.39,69486.98,Asia,2021-02-28
3.0,18.0,280218.55,22931.18,54313.81,31957.27,113958.99,Asia,2021-03-31
3.0,18.0,175352.14,3641.59,39469.69,20233.87,66967.47,Asia,2021-04-30
3.0,17.0,230938.04,3418.7,61504.37,37366.93,85180.85,Asia,2021-05-31
3.0,19.0,298469.26,11165.01,72668.95,44997.52,97749.71,Asia,2021-06-30
3.0,18.0,190201.56,29772.46,58047.27,33649.24,76893.14,Asia,2021-07-31
3.0,19.0,270226.7,21854.72,61909.33,27164.26,90426.65,Asia,2021-08-31
3.0,19.0,288085.64,20558.94,82728.38,42135.99,95453.36,Asia,2021-09-30
3.0,19.0,287313.46,3177.92,81289.89,50163.89,103672.29,Asia,2021-10-31
3.0,17.0,341869.63,21793.85,80328.54,39274.17,139068.11,Asia,2021-11-30
3.0,17.0,509484.93,20636.52,138137.09,82820.38,176879.57,Asia,2021-12-31
3.0,19.0,154485.88,20351.36,40609.09,22193.63,55652.99,Asia,2022-01-31
3.0,18.0,187354.17,4134.69,46282.6,30849.97,59577.24,Asia,2022-02-28
3.0,18.0,293329.59,14429.19,83127.97,29490.9,94358.06,Asia,2022-03-31
3.0,19.0,222483.45,687.98,53739.38,25328.14,70874.14,Asia,2022-04-30
3.0,18.0,252566.0,13205.97,55516.5,36929.96,81684.25,Asia,2022-05-31
3.0,17.0,422857.17,19276.96,115677.8,69480.84,141039.68,Asia,2022-06-30
3.0,17.0,299456.74,6088.09,90758.86,35499.07,115187.18,Asia,2022-07-31
3.0,19.0,284055.24,1684.08,64682.89,56415.76,108219.51,Asia,2022-08-31
3.0,19.0,312910.4,2418.05,81907.57,54456.58,111786.32,Asia,2022-09-30
3.0,17.0,283062.65,27678.69,80044.94,28816.14,82154.82,Asia,2022-10-31
3.0,18.0,367050.95,8158.49,83025.63,72494.93,109077.23,Asia,2022-11-30
3.0,18.0,535029.51,10377.61,116663.7,74448.26,195384.30893154,Asia,2022-12-31
4.0,72.0,111714.18,17327.8,25832.22,18351.01,35702.07,South America,2018-01-31
4.0,79.0,175265.95,15605.72,50625.27,33982.77,55537.76,South America,2018-02-28
4.0,75.0,174111.2,6060.47,49786.21,29467.28,50309.63,South America,2018-03-31
4.0,68.0,172421.62,15156.2,42810.25,31924.79,68073.71,South America,2018-04-30
4.0,76.0,156401.55,378.23,30835.05,15709.89,65453.42,South America,2018-05-31
4.0,73.0,239217.69,27546.24,69004.39,31185.43,80674.89,South America,2018-06-30
4.0,77.0,207876.32,10056.24,48698.7,22765.83,69377.96,South America,2018-07-31
4.0,74.0,162335.88,18413.32,42302.74,24057.54,64033.51,South America,2018-08-31
4.0,75.0,285458.94,9753.12,58977.2,52725.96,82681.76,South America,2018-09-30
4.0,82.0,201272.69,25991.6,44580.25,25154.88,66401.51,South America,2018-10-31
4.0,80.0,329622.72,23653.42,86000.94,50811.82,124887.7,South America,2018-11-30
4.0,81.0,340318.63,11448.36,79754.61,61112.22,110943.04,South America,2018-12-31
4.0,70.0,100321.64,25750.25,31848.15,20084.35,38012.81,South America,2019-01-31
4.0,70.0,174777.83,15980.28,50618.06,17876.33,61390.66,South America,2019-02-28
4.0,78.0,220543.27,9037.96,46650.01,24690.57,88475.02,South America,2019-03-31
4.0,75.0,157302.54,10212.18,36401.07,15392.9,51802.26,South America,2019-04-30
4.0,72.0,226551.89,15643.37,53450.88,27783.98,71642.81,South America,2019-05-31
4.0,75.0,235718.42,28674.73,58564.62,35564.73,79780.35,South America,2019-06-30
4.0,70.0,196692.09,18212.69,49793.14,32592.61,67782.31,South America,2019-07-31
4.0,75.0,240879.63,7880.27,64324.56,38395.49,80310.05,South America,2019-08-31
4.0,75.0,288457.56,1369.46,64232.4,43431.72,98928.99,South America,2019-09-30
4.0,80.0,232583.11,17726.02,42322.78,21599.25,72457.2,South America,2019-10-31
4.0,78.0,334795.0,15380.03,65495.95,45503.47,128588.17,South America,2019-11-30
4.0,78.0,429559.06,890.05,81956.94,60939.26,176551.8,South America,2019-12-31
4.0,80.0,128205.26,7745.2,31509.34,21051.07,52089.23,South America,2020-01-31
4.0,82.0,163676.52,1785.74,49824.72,21238.3,55100.28,South America,2020-02-29
4.0,79.0,248159.48,27009.64,53362.04,34821.3,95116.33,South America,2020-03-31
4.0,73.0,147744.64,19082.88,32120.87,17876.44,47143.45,South America,2020-04-30
4.0,76.0,258245.73,24600.38,63513.74,30392.04,83236.68,South America,2020-05-31
4.0,76.0,290943.28,21875.2,58993.07,36955.31,113020.07,South America,2020-06-30
4.0,70.0,226649.99,6788.37,51076.97,38583.52,76894.89,South America,2020-07-31
4.0,75.0,178581.94,11789.23,39374.05,22463.79,59374.66,South America,2020-08-31
4.0,79.0,256556.72,19374.67,52471.87,32720.06,104033.02,South America,2020-09-30
4.0,73.0,289855.78,17406.65,70925.66,44311.55,91130.06,South America,2020-10-31
4.0,73.0,336570.51,1169.88,94789.67,44236.43,114002.63,South America,2020-11-30
4.0,79.0,512749.34,11111.91,126401.16,88603.73611759389,176922.64,South America,2020-12-31
4.0,73.0,124253.06,11565.36,31841.16,15091.78,47102.48,South America,2021-01-31
4.0,70.0,180733.16,7780.05,37263.51,29046.44,67058.45,South America,2021-02-28
4.0,80.0,272074.36,29991.41,78510.5,43590.33,94838.02,South America,2021-03-31
4.0,72.0,208342.51,6039.36,48393.91,35758.81,78751.76,South America,2021-04-30
4.0,73.0,219656.34,13753.99,49555.01,37565.88,73815.27,South America,2021-05-31
4.0,79.0,288296.79,13880.27,69810.67,51423.7,97320.95,South America,2021-06-30
4.0,76.0,225528.08,15338.26,52806.73,38479.61,89624.64,South America,2021-07-31
4.0,82.0,266859.87,14294.5,60193.82,53364.41,83745.83,South America,2021-08-31
4.0,81.0,334603.6,15312.97,80686.3,52573.64,135265.85,South America,2021-09-30
4.0,79.0,289579.85,19334.11,88640.8,33392.92,102232.58,South America,2021-10-31
4.0,74.0,430398.75,8838.58,80397.07,52040.58,170028.53,South America,2021-11-30
4.0,70.0,545143.4527297646,26532.73,130965.12,58480.04,187339.31,South America,2021-12-31
4.0,79.0,131533.95,3329.94,31191.46,23979.06,40977.55,South America,2022-01-31
4.0,73.0,240155.29,7266.94,47221.39,24387.22,78142.46,South America,2022-02-28
4.0,78.0,331979.18,12153.08,67784.66,49609.81,115657.58,South America,2022-03-31
4.0,82.0,206578.38,22788.34,60698.22,31825.38,65153.39,South America,2022-04-30
4.0,71.0,224940.48,21418.58,47870.26,31435.43,83690.02,South America,2022-05-31
4.0,75.0,311201.65,26459.77,78846.81,29530.77,116918.12,South America,2022-06-30
4.0,74.0,231031.21,21209.29,64938.85,31063.06,83823.56,South America,2022-07-31
4.0,69.0,217430.35,16949.53,49633.41,42085.92,82544.81,South America,2022-08-31
4.0,77.0,306429.13,20610.58,81351.59,54877.08,112008.72,South America,2022-09-30
4.0,78.0,257571.25,8353.18,70004.7,46324.29,87397.39,South America,2022-10-31
4.0,79.0,385081.57,28703.99,113324.39,59914.86,107887.24,South America,2022-11-30
4.0,71.0,456514.47,16562.08,129401.16,59536.04,157471.29,South America,2022-12-31
5.0,69.0,106038.29,19337.74,29446.07,12777.41,39505.91,South America,2018-01-31
5.0,66.0,158493.94,26882.25,46825.28,25695.25,48761.85,South America,2018-02-28
5.0,61.0,183805.6,10355.77,39186.4,32910.95,67518.34,South America,2018-03-31
5.0,65.0,153584.72,6907.53,31087.09,30074.51,56157.63,South America,2018-04-30
5.0,59.0,164536.91,24208.96,42415.43,20834.08,56694.25,South America,2018-05-31
5.0,68.0,278578.02,4109.97,84979.17,48512.08,98468.48,South America,2018-06-30
5.0,66.0,199311.63,29434.31,41364.36,27415.28,70509.72,South America,2018-07-31
5.0,70.0,209610.76,21963.68,67593.43,43200.95,68818.93,South America,2018-08-31
5.0,58.0,289955.33,7420.21,75035.29,55320.53,117194.1,South America,2018-09-30
5.0,69.0,239460.19,11309.57,51464.52,41860.73,80687.49,South America,2018-10-31
5.0,60.0,289420.32,875.09,77976.25,31792.93,123185.66,South America,2018-11-30
5.0,60.0,384027.41,14446.48,100162.94,68407.71,146178.29,South America,2018-12-31
5.0,68.0,99044.06,16922.22,25730.78,20031.97,34997.12,South America,2019-01-31
5.0,58.0,182992.85,6860.83,43391.11,34718.21,59305.53,South America,2019-02-28
5.0,60.0,224825.06,22763.29,51532.19,31515.31,92384.66,South America,2019-03-31
5.0,70.0,194999.9,16335.17,54114.74,21774.59,59393.5,South America,2019-04-30
5.0,60.0,233302.24,15207.61,51094.67,44953.1,69006.1,South America,2019-05-31
5.0,62.0,287204.45,13898.81,60674.68,43107.13,78516.55,South America,2019-06-30
5.0,67.0,203062.07,1639.03,44126.31,26310.92,55645.64,South America,2019-07-31
5.0,61.0,187309.35,21951.74,49334.05,33412.99,66835.24,South America,2019-08-31
5.0,68.0,254521.63,11128.23,80352.72,36083.33,76224.08,South America,2019-09-30
5.0,68.0,226960.15,22614.89,52820.51,34318.48,72137.85,South America,2019-10-31
5.0,62.0,342619.43,3898.24,70152.97,56358.55,128096.06,South America,2019-11-30
5.0,58.0,452840.16,13851.48,93107.54,46169.61,158738.08,South America,2019-12-31
5.0,62.0,106242.88,19954.39,30725.44,19689.84,39567.69,South America,2020-01-31
5.0,61.0,156820.06,23586.17,33737.71,16732.07,65865.37,South America,2020-02-29
5.0,60.0,217537.41,21146.13,58040.9,32100.47,76751.01,South America,2020-03-31
5.0,60.0,217671.23,21432.32,48590.34,23697.04,80603.41,South America,2020-04-30
5.0,64.0,230743.36,23900.44,58511.43,45798.83,84365.05,South America,2020-05-31
5.0,62.0,271541.88,593.87,60559.67,38448.29,96455.63,South America,2020-06-30
5.0,66.0,243578.99,8572.75,63762.36,35340.82,76562.48,South America,2020-07-31
5.0,60.0,231860.19,5969.76,62322.3,40399.49,100194.83,South America,2020-08-31
5.0,59.0,310348.09,29313.13,96580.71,35964.68,103997.67,South America,2020-09-30
5.0,67.0,244556.46,7928.29,62160.37,44172.04,82468.17,South America,2020-10-31
5.0,61.0,306629.61,27765.67,72183.75,34480.58,105223.58,South America,2020-11-30
5.0,67.0,536173.61,7526.79,132076.21,85160.14,173004.35,South America,2020-12-31
5.0,62.0,110087.43,13472.54,30489.84,19451.95,44466.5,South America,2021-01-31
5.0,61.0,189039.91,461.85,52404.14,30465.74,76221.57,South America,2021-02-28
5.0,67.0,233278.35,19949.84,49177.11,36215.08,71192.26,South America,2021-03-31
5.0,67.0,193535.06,21703.43,59967.61,24744.47,64581.07,South America,2021-04-30
5.0,61.0,263047.83,1500.56,50543.01,31180.33,77156.22,South America,2021-05-31
5.0,68.0,366641.74,18201.95,102461.14,49136.18,122044.13,South America,2021-06-30
5.0,63.0,263349.72,11923.44,65999.34,44588.23,100541.41,South America,2021-07-31
5.0,69.0,241353.06,8065.61,74404.57,44091.47,78725.94,South America,2021-08-31
5.0,59.0,387264.56,14982.95,109262.52,71871.65,117327.23,South America,2021-09-30
5.0,70.0,253115.07,15078.94,59770.06,27136.7,73312.37,South America,2021-10-31
5.0,70.0,444939.42,3356.42,99156.95,56068.38,169072.26,South America,2021-11-30
5.0,69.0,446010.02,9294.21,114259.83,63415.98,155990.19,South America,2021-12-31
5.0,62.0,124099.37,24279.73,31422.18,18073.39,40046.67,South America,2022-01-31
5.0,63.0,215759.87,15093.97,52717.04,38422.33,82376.39,South America,2022-02-28
5.0,64.0,260206.86,13775.68,52368.26,41127.03,75666.21,South America,2022-03-31
5.0,63.0,233620.29,15448.0,62131.3,33826.22,73724.55,South America,2022-04-30
5.0,67.0,259075.1,3552.45,66088.01,30548.85,74774.94,South America,2022-05-31
5.0,58.0,377183.32,16706.35,95319.68,54304.12,139426.31,South America,2022-06-30
5.0,70.0,291358.49,18942.57,77611.49,47765.94,114876.55,South America,2022-07-31
5.0,67.0,282240.1,20366.93,74924.62,36604.95,84744.95,South America,2022-08-31
5.0,69.0,385502.55,20658.95,116697.88,66276.23,153197.09,South America,2022-09-30
5.0,64.0,251031.6,8565.26,66243.41,29507.97,88559.95,South America,2022-10-31
5.0,59.0,457443.89,27053.22,95342.16,88603.73611759389,141605.76,South America,2022-11-30
5.0,70.0,433142.35,11264.07,117637.4,52771.6,156082.4,South America,2022-12-31
6.0,26.0,112950.7,1894.21,31794.94,20082.92,42479.08,South America,2018-01-31
6.0,26.0,132357.21,2651.55,36107.69,14510.33,41860.52,South America,2018-02-28
6.0,23.0,229711.92,18901.2,64128.19,34376.36,72597.24,South America,2018-03-31
6.0,22.0,128801.14,22440.14,36499.69,13269.76,41841.57,South America,2018-04-30
6.0,24.0,206730.35,29928.85,58056.2,29070.23,73385.7,South America,2018-05-31
6.0,26.0,209760.27,2406.67,47977.57,22393.93,71679.98,South America,2018-06-30
6.0,26.0,192535.18,16901.86,60562.65,32122.94,68150.17,South America,2018-07-31
6.0,24.0,177002.16,6866.26,51975.05,25060.54,59309.44,South America,2018-08-31
6.0,23.0,266042.42,25831.36,71579.68,43866.43,84116.26,South America,2018-09-30
6.0,26.0,252985.51,5020.71,47501.35,42052.28,105525.49,South America,2018-10-31
6.0,23.0,287647.77,6125.0,69357.61,55801.65,93176.9,South America,2018-11-30
6.0,24.0,433764.69,24084.33,116406.47,88603.73611759389,173171.96,South America,2018-12-31
6.0,24.0,120584.85,2847.25,22687.99,12707.13,44425.57,South America,2019-01-31
6.0,26.0,176826.52,6336.95,55785.27,32057.58,55212.88,South America,2019-02-28
6.0,22.0,197982.95,20736.35,47195.22,33407.84,66394.21,South America,2019-03-31
6.0,24.0,192546.95,28138.96,45874.18,34281.92,59926.9,South America,2019-04-30
6.0,25.0,164602.48,13153.7,48347.79,27674.77,69206.67,South America,2019-05-31
6.0,25.0,262512.94,6975.18,71271.08,39256.95,82230.35,South America,2019-06-30
6.0,23.0,223532.67,2294.4,58892.96,37985.7,85393.62,South America,2019-07-31
6.0,25.0,187439.52,94.23,44826.86,21594.03,59100.62,South America,2019-08-31
